order_id,order_date,customer_id,category,product,unit_price,quantity,discount_pct,gross_amount,discount_amount,net_amount,region,sales_channel,payment_method,is_returned
ORD112607,2024-07-26,CUST00930,Beauty,Hair Dryer,31.6,3,15,94.8,14.22,80.58,Central,Mobile App,Net Banking,False
ORD112242,2024-07-26,CUST02278,Beauty,Sunscreen SPF50,15.24,1,0,15.24,0.0,15.24,South,Mobile App,Net Banking,False
ORD109885,2024-07-26,CUST00389,Beauty,Shampoo,9.15,1,0,9.15,0.0,9.15,Central,Mobile App,Cash on Delivery,False
ORD100617,2024-07-26,CUST01940,Beauty,Lipstick,13.61,3,0,40.83,0.0,40.83,Central,Mobile App,Net Banking,False
ORD108143,2024-07-26,CUST00806,Electronics,Wireless Earbuds,41.29,1,0,41.29,0.0,41.29,Central,Mobile App,UPI,False
ORD108248,2024-07-26,CUST00990,Electronics,Smartphone Case,15.13,1,0,15.13,0.0,15.13,South,Mobile App,Credit Card,False
ORD106066,2024-07-26,CUST02142,Sports,Resistance Bands,16.97,2,0,33.94,0.0,33.94,Central,Mobile App,Credit Card,False
ORD102162,2024-07-27,CUST00757,Home & Kitchen,LED Desk Lamp,19.03,4,15,76.12,11.42,64.7,Central,Mobile App,UPI,False
ORD102464,2024-07-27,CUST01460,Beauty,Shampoo,10.13,1,5,10.13,0.51,9.62,South,Website,Net Banking,False
ORD111927,2024-07-27,CUST03472,Home & Kitchen,Blender,43.58,1,0,43.58,0.0,43.58,East,Marketplace,Cash on Delivery,False
ORD114772,2024-07-27,CUST03003,Sports,Yoga Mat,22.47,1,0,22.47,0.0,22.47,East,Website,UPI,False
ORD108550,2024-07-27,CUST01679,Beauty,Face Moisturizer,16.55,1,0,16.55,0.0,16.55,South,Website,Cash on Delivery,False
ORD112081,2024-07-27,CUST00502,Home & Kitchen,LED Desk Lamp,20.76,1,0,20.76,0.0,20.76,West,Website,Cash on Delivery,False
ORD111455,2024-07-27,CUST01555,Sports,Resistance Bands,16.71,1,10,16.71,1.67,15.04,West,Website,Debit Card,False
ORD102349,2024-07-27,CUST02380,Fashion,Backpack,37.94,1,0,37.94,0.0,37.94,West,Mobile App,Debit Card,False
ORD104743,2024-07-27,CUST03065,Sports,Water Bottle,9.06,2,0,18.12,0.0,18.12,West,Mobile App,Debit Card,False
ORD112825,2024-07-27,CUST00189,Electronics,USB-C Cable,8.32,1,0,8.32,0.0,8.32,South,Website,Debit Card,False
ORD113903,2024-07-27,CUST03017,Electronics,Laptop Stand,31.79,1,20,31.79,6.36,25.43,North,Mobile App,Net Banking,False
ORD109922,2024-07-27,CUST01716,Home & Kitchen,Blender,45.57,3,10,136.71,13.67,123.04,East,Website,Credit Card,False
ORD103431,2024-07-27,CUST02817,Beauty,Sunscreen SPF50,16.86,4,0,67.44,0.0,67.44,East,Mobile App,UPI,False
ORD103966,2024-07-27,CUST01926,Sports,Water Bottle,9.45,1,0,9.45,0.0,9.45,South,Website,Cash on Delivery,False
ORD100238,2024-07-27,CUST01698,Home & Kitchen,Coffee Maker,54.18,1,15,54.18,8.13,46.05,North,Website,UPI,False
ORD110710,2024-07-27,CUST03435,Electronics,USB-C Cable,7.67,2,0,15.34,0.0,15.34,West,Mobile App,Net Banking,False
ORD114094,2024-07-27,CUST01438,Beauty,Shampoo,9.32,3,0,27.96,0.0,27.96,South,Mobile App,Debit Card,False
ORD110885,2024-07-27,CUST00596,Home & Kitchen,Coffee Maker,60.97,1,0,60.97,0.0,60.97,Central,Mobile App,UPI,False
ORD114956,2024-07-27,CUST02667,Sports,Dumbbell Set,46.76,1,0,46.76,0.0,46.76,Central,Mobile App,UPI,False
ORD102079,2024-07-27,CUST02421,Sports,Yoga Mat,18.63,1,0,18.63,0.0,18.63,West,Website,Cash on Delivery,False
ORD108090,2024-07-27,CUST03336,Sports,Water Bottle,8.36,1,0,8.36,0.0,8.36,Central,Mobile App,Cash on Delivery,False
ORD105903,2024-07-27,CUST01040,Electronics,Laptop Stand,27.87,2,5,55.74,2.79,52.95,Central,Marketplace,Net Banking,False
ORD112445,2024-07-27,CUST02961,Home & Kitchen,Coffee Maker,50.35,2,0,100.7,0.0,100.7,West,Mobile App,Credit Card,False
ORD104321,2024-07-28,CUST03003,Fashion,Denim Jacket,56.95,1,0,56.95,0.0,56.95,Central,Mobile App,UPI,False
ORD110463,2024-07-28,CUST02907,Sports,Yoga Mat,22.79,4,10,91.16,9.12,82.04,North,Mobile App,Credit Card,False
ORD100071,2024-07-28,CUST03101,Electronics,Wireless Earbuds,40.7,5,0,203.5,0.0,203.5,West,Website,Credit Card,False
ORD101454,2024-07-28,CUST02080,Electronics,Wireless Earbuds,48.66,1,0,48.66,0.0,48.66,East,Website,Net Banking,False
ORD108898,2024-07-28,CUST00942,Fashion,Cotton T-Shirt,12.75,1,0,12.75,0.0,12.75,East,Mobile App,Cash on Delivery,False
ORD112713,2024-07-28,CUST02448,Beauty,Hair Dryer,35.06,1,0,35.06,0.0,35.06,North,Marketplace,Debit Card,False
ORD106948,2024-07-28,CUST00643,Beauty,Shampoo,11.22,1,15,11.22,1.68,9.54,Central,Website,Debit Card,False
ORD110431,2024-07-28,CUST00656,Sports,Water Bottle,8.65,1,15,8.65,1.3,7.35,North,Marketplace,UPI,False
ORD104012,2024-07-28,CUST03337,Electronics,Smartphone Case,16.26,4,0,65.04,0.0,65.04,South,Website,Net Banking,False
ORD107953,2024-07-28,CUST02275,Home & Kitchen,Blender,44.95,3,10,134.85,13.48,121.37,West,Mobile App,UPI,False
ORD107835,2024-07-28,CUST02306,Beauty,Lipstick,14.41,1,10,14.41,1.44,12.97,East,Mobile App,Debit Card,False
ORD113774,2024-07-28,CUST00081,Sports,Water Bottle,9.93,3,0,29.79,0.0,29.79,South,Marketplace,UPI,False
ORD102775,2024-07-28,CUST02856,Electronics,Smartphone Case,16.38,1,5,16.38,0.82,15.56,Central,Marketplace,Cash on Delivery,False
ORD100792,2024-07-28,CUST01509,Fashion,Sunglasses,21.02,2,0,42.04,0.0,42.04,South,Mobile App,Credit Card,False
ORD107762,2024-07-28,CUST02978,Electronics,USB-C Cable,7.96,2,0,15.92,0.0,15.92,West,Website,Credit Card,False
ORD114643,2024-07-28,CUST00126,Fashion,Sunglasses,25.13,3,5,75.39,3.77,71.62,East,Mobile App,UPI,False
ORD108020,2024-07-28,CUST01923,Beauty,Lipstick,15.13,4,0,60.52,0.0,60.52,North,Mobile App,UPI,False
ORD114680,2024-07-28,CUST01907,Fashion,Backpack,40.07,2,0,80.14,0.0,80.14,West,Mobile App,Cash on Delivery,False
ORD100339,2024-07-28,CUST02850,Electronics,USB-C Cable,7.57,2,0,15.14,0.0,15.14,West,Website,Cash on Delivery,False
ORD104474,2024-07-28,CUST01109,Fashion,Denim Jacket,57.46,1,0,57.46,0.0,57.46,South,Website,Net Banking,False
ORD102802,2024-07-28,CUST01392,Home & Kitchen,Non-stick Pan,25.07,1,0,25.07,0.0,25.07,East,Mobile App,Credit Card,False
ORD111483,2024-07-29,CUST00517,Sports,Resistance Bands,16.68,1,10,16.68,1.67,15.01,East,Marketplace,UPI,False
ORD106516,2024-07-29,CUST01280,Electronics,Laptop Stand,32.14,2,0,64.28,0.0,64.28,North,Website,Net Banking,False
ORD109225,2024-07-29,CUST01867,Home & Kitchen,LED Desk Lamp,22.73,1,0,22.73,0.0,22.73,Central,Mobile App,Debit Card,False
ORD112142,2024-07-29,CUST01769,Fashion,Denim Jacket,53.12,1,0,53.12,0.0,53.12,Central,Mobile App,Credit Card,False
ORD103983,2024-07-29,CUST03373,Electronics,Bluetooth Speaker,63.6,1,10,63.6,6.36,57.24,East,Website,Credit Card,False
ORD104357,2024-07-29,CUST01815,Sports,Dumbbell Set,45.3,2,0,90.6,0.0,90.6,South,Website,Credit Card,False
ORD105376,2024-07-29,CUST01282,Electronics,USB-C Cable,7.38,1,0,7.38,0.0,7.38,East,Website,Net Banking,False
ORD100489,2024-07-29,CUST00103,Sports,Resistance Bands,16.15,1,5,16.15,0.81,15.34,South,Website,UPI,False
ORD101015,2024-07-29,CUST01285,Home & Kitchen,Coffee Maker,59.74,2,0,119.48,0.0,119.48,West,Website,Net Banking,False
ORD102124,2024-07-29,CUST03352,Fashion,Denim Jacket,57.21,2,10,114.42,11.44,102.98,Central,Mobile App,Debit Card,False
ORD111037,2024-07-29,CUST02226,Home & Kitchen,Storage Bins,19.3,2,20,38.6,7.72,30.88,West,Website,Cash on Delivery,True
ORD102116,2024-07-29,CUST03093,Electronics,Smartphone Case,15.53,1,5,15.53,0.78,14.75,South,Website,Net Banking,False
ORD113426,2024-07-29,CUST03425,Fashion,Backpack,35.12,3,0,105.36,0.0,105.36,North,Mobile App,Debit Card,False
ORD112274,2024-07-29,CUST00307,Home & Kitchen,Storage Bins,18.23,1,20,18.23,3.65,14.58,Central,Website,UPI,True
ORD111953,2024-07-29,CUST01347,Electronics,Smartphone Case,16.08,1,0,16.08,0.0,16.08,North,Website,Net Banking,False
ORD112004,2024-07-29,CUST01223,Sports,Water Bottle,9.86,2,15,19.72,2.96,16.76,South,Website,Credit Card,False
ORD110059,2024-07-29,CUST00791,Home & Kitchen,LED Desk Lamp,19.57,4,0,78.28,0.0,78.28,South,Mobile App,Credit Card,False
ORD105861,2024-07-29,CUST03411,Fashion,Running Shoes,63.12,1,0,63.12,0.0,63.12,Central,Marketplace,Credit Card,False
ORD102813,2024-07-29,CUST00271,Beauty,Face Moisturizer,19.96,1,0,19.96,0.0,19.96,Central,Mobile App,Debit Card,False
ORD100196,2024-07-29,CUST02204,Beauty,Sunscreen SPF50,18.35,2,0,36.7,0.0,36.7,East,Marketplace,Debit Card,False
ORD111929,2024-07-29,CUST01096,Fashion,Backpack,39.08,2,20,78.16,15.63,62.53,East,Mobile App,Credit Card,False
ORD108349,2024-07-29,CUST03185,Sports,Resistance Bands,14.64,1,0,14.64,0.0,14.64,North,Mobile App,Cash on Delivery,False
ORD113980,2024-07-30,CUST01458,Sports,Water Bottle,10.06,1,0,10.06,0.0,10.06,North,Website,UPI,False
ORD105386,2024-07-30,CUST00459,Sports,Resistance Bands,15.33,1,5,15.33,0.77,14.56,West,Website,Debit Card,False
ORD102390,2024-07-30,CUST00240,Home & Kitchen,Non-stick Pan,24.2,1,0,24.2,0.0,24.2,Central,Website,Cash on Delivery,False
ORD110274,2024-07-30,CUST00943,Fashion,Cotton T-Shirt,11.36,2,0,22.72,0.0,22.72,West,Website,Net Banking,False
ORD111369,2024-07-30,CUST01694,Sports,Water Bottle,8.95,2,0,17.9,0.0,17.9,Central,Mobile App,Net Banking,True
ORD110447,2024-07-30,CUST03349,Sports,Dumbbell Set,44.11,2,5,88.22,4.41,83.81,Central,Marketplace,Net Banking,False
ORD104263,2024-07-30,CUST00416,Beauty,Lipstick,14.08,1,5,14.08,0.7,13.38,East,Mobile App,UPI,False
ORD102580,2024-07-30,CUST02656,Fashion,Sunglasses,22.37,3,0,67.11,0.0,67.11,West,Website,Net Banking,False
ORD101582,2024-07-30,CUST01827,Beauty,Lipstick,14.73,1,20,14.73,2.95,11.78,Central,Website,Cash on Delivery,False
ORD103035,2024-07-30,CUST00349,Home & Kitchen,Blender,45.52,3,0,136.56,0.0,136.56,North,Website,Net Banking,False
ORD114422,2024-07-30,CUST01808,Beauty,Sunscreen SPF50,16.57,2,0,33.14,0.0,33.14,West,Marketplace,Credit Card,False
ORD112026,2024-07-30,CUST00935,Home & Kitchen,Non-stick Pan,25.05,1,15,25.05,3.76,21.29,West,Marketplace,UPI,False
ORD106195,2024-07-30,CUST02171,Home & Kitchen,Blender,43.47,2,0,86.94,0.0,86.94,South,Mobile App,Debit Card,False
ORD106781,2024-07-30,CUST01461,Fashion,Backpack,38.65,1,0,38.65,0.0,38.65,East,Mobile App,UPI,False
ORD111730,2024-07-30,CUST00379,Sports,Resistance Bands,14.06,1,5,14.06,0.7,13.36,East,Website,Debit Card,False
ORD101677,2024-07-30,CUST01825,Fashion,Running Shoes,70.16,1,0,70.16,0.0,70.16,North,Mobile App,Net Banking,False
ORD112372,2024-07-30,CUST00647,Electronics,Wireless Earbuds,41.87,1,0,41.87,0.0,41.87,East,Mobile App,Cash on Delivery,False
ORD103071,2024-07-30,CUST02286,Electronics,Bluetooth Speaker,57.51,1,0,57.51,0.0,57.51,South,Mobile App,Net Banking,False
ORD114628,2024-07-31,CUST00869,Sports,Water Bottle,9.82,1,0,9.82,0.0,9.82,West,Website,Cash on Delivery,False
ORD109675,2024-07-31,CUST03391,Fashion,Backpack,37.27,1,10,37.27,3.73,33.54,Central,Marketplace,Credit Card,False
ORD111250,2024-07-31,CUST01612,Beauty,Sunscreen SPF50,16.27,1,0,16.27,0.0,16.27,South,Website,UPI,False
ORD110640,2024-07-31,CUST01017,Sports,Running Shorts,19.37,1,0,19.37,0.0,19.37,East,Mobile App,Cash on Delivery,False
ORD110894,2024-07-31,CUST03113,Beauty,Sunscreen SPF50,14.78,3,10,44.34,4.43,39.91,Central,Website,Credit Card,False
ORD112189,2024-07-31,CUST02622,Electronics,Smartphone Case,15.66,3,0,46.98,0.0,46.98,West,Marketplace,Credit Card,False
ORD105267,2024-07-31,CUST03312,Fashion,Backpack,33.62,1,5,33.62,1.68,31.94,North,Mobile App,Debit Card,False
ORD114172,2024-07-31,CUST02669,Home & Kitchen,Blender,43.6,1,5,43.6,2.18,41.42,West,Mobile App,Debit Card,False
ORD101825,2024-08-01,CUST03094,Sports,Yoga Mat,22.89,1,0,22.89,0.0,22.89,East,Website,UPI,False
ORD103275,2024-08-01,CUST02175,Sports,Water Bottle,8.38,1,0,8.38,0.0,8.38,Central,Website,Debit Card,False
ORD101447,2024-08-01,CUST01056,Home & Kitchen,Storage Bins,17.94,1,0,17.94,0.0,17.94,South,Marketplace,Cash on Delivery,False
ORD100225,2024-08-01,CUST03163,Electronics,Smartphone Case,15.23,1,10,15.23,1.52,13.71,Central,Mobile App,UPI,False
ORD105234,2024-08-01,CUST01376,Home & Kitchen,Blender,39.27,1,5,39.27,1.96,37.31,West,Mobile App,Cash on Delivery,False
ORD102632,2024-08-01,CUST03159,Beauty,Sunscreen SPF50,16.15,1,0,16.15,0.0,16.15,West,Website,Debit Card,False
ORD112614,2024-08-01,CUST00184,Fashion,Denim Jacket,56.43,1,0,56.43,0.0,56.43,South,Website,Net Banking,False
ORD103761,2024-08-01,CUST01687,Sports,Yoga Mat,21.53,2,20,43.06,8.61,34.45,North,Website,UPI,False
ORD101658,2024-08-01,CUST01915,Beauty,Shampoo,9.91,2,15,19.82,2.97,16.85,North,Website,Credit Card,False
ORD104543,2024-08-01,CUST00477,Electronics,Laptop Stand,31.79,1,15,31.79,4.77,27.02,Central,Mobile App,Credit Card,False
ORD109153,2024-08-01,CUST01642,Fashion,Denim Jacket,51.98,2,0,103.96,0.0,103.96,South,Website,Credit Card,False
ORD114570,2024-08-01,CUST01889,Sports,Yoga Mat,21.52,1,5,21.52,1.08,20.44,South,Website,Cash on Delivery,False
ORD110878,2024-08-01,CUST02903,Home & Kitchen,LED Desk Lamp,19.02,1,0,19.02,0.0,19.02,North,Marketplace,Cash on Delivery,False
ORD103981,2024-08-01,CUST02248,Beauty,Face Moisturizer,16.53,4,0,66.12,0.0,66.12,West,Marketplace,Debit Card,False
ORD101563,2024-08-01,CUST03140,Home & Kitchen,LED Desk Lamp,18.99,1,0,18.99,0.0,18.99,East,Mobile App,Credit Card,False
ORD108569,2024-08-01,CUST01963,Sports,Yoga Mat,20.71,4,20,82.84,16.57,66.27,South,Mobile App,Net Banking,False
ORD107211,2024-08-01,CUST00352,Fashion,Sunglasses,20.27,7,0,141.89,0.0,141.89,Central,Mobile App,Debit Card,False
ORD108971,2024-08-01,CUST01054,Electronics,Bluetooth Speaker,68.57,3,5,205.71,10.29,195.42,East,Mobile App,Debit Card,False
ORD105318,2024-08-01,CUST02968,Home & Kitchen,Blender,42.95,2,0,85.9,0.0,85.9,South,Mobile App,Credit Card,False
ORD104827,2024-08-01,CUST02273,Electronics,Laptop Stand,31.48,1,0,31.48,0.0,31.48,South,Marketplace,Credit Card,False
ORD104269,2024-08-02,CUST02858,Sports,Resistance Bands,14.97,1,0,14.97,0.0,14.97,Central,Website,Debit Card,False
ORD102317,2024-08-02,CUST02672,Sports,Running Shorts,16.49,1,0,16.49,0.0,16.49,West,Marketplace,UPI,False
ORD111565,2024-08-02,CUST02087,Beauty,Shampoo,11.04,2,0,22.08,0.0,22.08,North,Mobile App,Cash on Delivery,False
ORD111963,2024-08-02,CUST01553,Electronics,Laptop Stand,32.41,3,0,97.23,0.0,97.23,North,Website,UPI,False
ORD110825,2024-08-02,CUST01957,Home & Kitchen,Blender,40.22,2,0,80.44,0.0,80.44,South,Marketplace,UPI,False
ORD102651,2024-08-02,CUST00306,Electronics,Laptop Stand,31.34,1,10,31.34,3.13,28.21,West,Website,Net Banking,False
ORD100421,2024-08-02,CUST02126,Sports,Yoga Mat,18.27,1,0,18.27,0.0,18.27,South,Website,UPI,False
ORD104327,2024-08-02,CUST01929,Beauty,Sunscreen SPF50,17.32,2,0,34.64,0.0,34.64,South,Marketplace,Debit Card,True
ORD105038,2024-08-02,CUST00156,Beauty,Lipstick,14.28,1,0,14.28,0.0,14.28,East,Mobile App,Net Banking,False
ORD111423,2024-08-02,CUST01740,Electronics,Bluetooth Speaker,65.44,2,0,130.88,0.0,130.88,North,Website,Net Banking,False
ORD107462,2024-08-02,CUST03409,Home & Kitchen,Blender,41.2,1,20,41.2,8.24,32.96,East,Website,Net Banking,False
ORD112132,2024-08-02,CUST01233,Electronics,Smartphone Case,16.75,1,20,16.75,3.35,13.4,South,Website,Credit Card,False
ORD104806,2024-08-02,CUST00813,Home & Kitchen,Blender,39.97,2,0,79.94,0.0,79.94,East,Mobile App,UPI,False
ORD101937,2024-08-02,CUST00079,Sports,Yoga Mat,18.36,1,0,18.36,0.0,18.36,West,Website,Cash on Delivery,False
ORD110343,2024-08-02,CUST00052,Home & Kitchen,Coffee Maker,58.6,1,0,58.6,0.0,58.6,East,Website,Debit Card,False
ORD106500,2024-08-02,CUST01369,Home & Kitchen,Non-stick Pan,26.34,1,10,26.34,2.63,23.71,Central,Mobile App,Debit Card,False
ORD112112,2024-08-02,CUST00805,Home & Kitchen,Non-stick Pan,25.23,1,0,25.23,0.0,25.23,North,Mobile App,Cash on Delivery,False
ORD100544,2024-08-02,CUST03246,Sports,Yoga Mat,22.7,1,0,22.7,0.0,22.7,South,Mobile App,Credit Card,False
ORD111218,2024-08-02,CUST03364,Fashion,Cotton T-Shirt,11.97,1,0,11.97,0.0,11.97,West,Website,Net Banking,False
ORD113963,2024-08-02,CUST00938,Fashion,Cotton T-Shirt,12.09,1,0,12.09,0.0,12.09,East,Mobile App,Cash on Delivery,False
ORD102969,2024-08-03,CUST02560,Fashion,Cotton T-Shirt,11.81,5,0,59.05,0.0,59.05,East,Website,Net Banking,False
ORD101802,2024-08-03,CUST01956,Home & Kitchen,Non-stick Pan,24.51,4,5,98.04,4.9,93.14,East,Website,Credit Card,False
ORD114213,2024-08-03,CUST01227,Electronics,USB-C Cable,8.84,3,0,26.52,0.0,26.52,Central,Mobile App,Debit Card,False
ORD114219,2024-08-03,CUST00606,Sports,Running Shorts,18.44,3,10,55.32,5.53,49.79,West,Website,Credit Card,False
ORD105037,2024-08-03,CUST00900,Fashion,Running Shoes,65.08,4,0,260.32,0.0,260.32,West,Mobile App,Credit Card,False
ORD105438,2024-08-03,CUST01002,Electronics,USB-C Cable,8.46,2,0,16.92,0.0,16.92,West,Website,UPI,False
ORD112686,2024-08-03,CUST02591,Fashion,Sunglasses,22.3,2,15,44.6,6.69,37.91,South,Website,Debit Card,False
ORD101308,2024-08-03,CUST00242,Sports,Dumbbell Set,50.59,1,10,50.59,5.06,45.53,North,Website,UPI,False
ORD113043,2024-08-03,CUST00702,Electronics,Laptop Stand,28.33,1,0,28.33,0.0,28.33,South,Mobile App,Credit Card,False
ORD101142,2024-08-03,CUST02232,Electronics,USB-C Cable,9.02,1,0,9.02,0.0,9.02,North,Mobile App,Debit Card,False
ORD112562,2024-08-03,CUST00961,Home & Kitchen,LED Desk Lamp,20.18,1,0,20.18,0.0,20.18,Central,Mobile App,Debit Card,False
ORD108900,2024-08-03,CUST02779,Home & Kitchen,Coffee Maker,56.55,1,0,56.55,0.0,56.55,Central,Website,Cash on Delivery,False
ORD107869,2024-08-03,CUST01256,Beauty,Sunscreen SPF50,16.83,2,20,33.66,6.73,26.93,Central,Mobile App,UPI,False
ORD104000,2024-08-03,CUST01287,Beauty,Sunscreen SPF50,14.52,1,0,14.52,0.0,14.52,East,Website,Credit Card,False
ORD109410,2024-08-03,CUST01297,Beauty,Sunscreen SPF50,14.81,2,0,29.62,0.0,29.62,Central,Marketplace,Net Banking,False
ORD109120,2024-08-03,CUST02092,Fashion,Backpack,39.12,3,0,117.36,0.0,117.36,East,Mobile App,Cash on Delivery,False
ORD112662,2024-08-03,CUST02953,Home & Kitchen,Coffee Maker,50.62,1,0,50.62,0.0,50.62,Central,Website,Cash on Delivery,False
ORD111573,2024-08-03,CUST00960,Electronics,Laptop Stand,28.63,1,0,28.63,0.0,28.63,South,Website,UPI,False
ORD109773,2024-08-03,CUST02616,Home & Kitchen,LED Desk Lamp,21.69,2,0,43.38,0.0,43.38,Central,Mobile App,UPI,False
ORD109006,2024-08-03,CUST01962,Beauty,Lipstick,14.58,2,0,29.16,0.0,29.16,North,Website,Credit Card,False
ORD113464,2024-08-03,CUST01685,Electronics,USB-C Cable,7.97,2,0,15.94,0.0,15.94,South,Marketplace,Credit Card,False
ORD104254,2024-08-03,CUST02205,Sports,Running Shorts,18.25,2,0,36.5,0.0,36.5,South,Mobile App,Net Banking,False
ORD114691,2024-08-03,CUST00472,Sports,Running Shorts,16.05,1,0,16.05,0.0,16.05,West,Mobile App,Credit Card,False
ORD101086,2024-08-03,CUST00962,Electronics,Laptop Stand,32.64,1,0,32.64,0.0,32.64,North,Mobile App,UPI,False
ORD105209,2024-08-03,CUST02593,Sports,Running Shorts,18.62,1,0,18.62,0.0,18.62,East,Marketplace,Credit Card,False
ORD106513,2024-08-03,CUST00031,Sports,Dumbbell Set,44.15,1,0,44.15,0.0,44.15,North,Mobile App,UPI,False
ORD107973,2024-08-03,CUST00356,Home & Kitchen,Blender,45.01,3,0,135.03,0.0,135.03,East,Mobile App,Cash on Delivery,False
ORD108359,2024-08-04,CUST01263,Beauty,Hair Dryer,30.92,1,0,30.92,0.0,30.92,South,Website,Net Banking,True
ORD112318,2024-08-04,CUST00853,Sports,Running Shorts,17.91,1,0,17.91,0.0,17.91,East,Website,Cash on Delivery,False
ORD108728,2024-08-04,CUST01680,Electronics,Wireless Earbuds,46.1,1,0,46.1,0.0,46.1,East,Website,Debit Card,False
ORD103594,2024-08-04,CUST00022,Beauty,Hair Dryer,32.13,1,0,32.13,0.0,32.13,South,Website,Debit Card,False
ORD106269,2024-08-04,CUST01584,Electronics,Smartphone Case,16.4,1,0,16.4,0.0,16.4,South,Mobile App,Debit Card,False
ORD114987,2024-08-04,CUST02678,Home & Kitchen,LED Desk Lamp,20.25,1,0,20.25,0.0,20.25,North,Website,Debit Card,False
ORD103166,2024-08-04,CUST00924,Beauty,Hair Dryer,35.01,1,15,35.01,5.25,29.76,East,Mobile App,UPI,False
ORD105240,2024-08-04,CUST01191,Electronics,Bluetooth Speaker,61.43,2,0,122.86,0.0,122.86,East,Mobile App,Net Banking,False
ORD103471,2024-08-04,CUST02913,Sports,Dumbbell Set,40.83,1,10,40.83,4.08,36.75,Central,Website,Debit Card,False
ORD104857,2024-08-04,CUST02221,Sports,Running Shorts,16.09,2,5,32.18,1.61,30.57,West,Marketplace,Credit Card,False
ORD103560,2024-08-04,CUST01149,Home & Kitchen,LED Desk Lamp,20.01,2,0,40.02,0.0,40.02,South,Mobile App,Cash on Delivery,False
ORD106506,2024-08-04,CUST02128,Home & Kitchen,Coffee Maker,53.93,2,0,107.86,0.0,107.86,West,Website,UPI,False
ORD104336,2024-08-04,CUST03331,Beauty,Sunscreen SPF50,16.91,3,0,50.73,0.0,50.73,South,Website,Credit Card,False
ORD109729,2024-08-04,CUST00534,Beauty,Hair Dryer,30.16,1,0,30.16,0.0,30.16,West,Mobile App,UPI,False
ORD109760,2024-08-04,CUST02084,Home & Kitchen,Non-stick Pan,23.62,1,0,23.62,0.0,23.62,Central,Website,UPI,False
ORD114038,2024-08-04,CUST01210,Home & Kitchen,Coffee Maker,51.66,1,0,51.66,0.0,51.66,North,Website,Net Banking,False
ORD107165,2024-08-04,CUST03230,Electronics,USB-C Cable,7.69,2,0,15.38,0.0,15.38,Central,Website,Net Banking,True
ORD106839,2024-08-04,CUST00544,Electronics,Bluetooth Speaker,62.49,3,0,187.47,0.0,187.47,West,Mobile App,Credit Card,False
ORD109983,2024-08-04,CUST03330,Sports,Water Bottle,9.13,1,0,9.13,0.0,9.13,West,Mobile App,Debit Card,False
ORD105413,2024-08-04,CUST02961,Beauty,Hair Dryer,31.79,1,0,31.79,0.0,31.79,West,Mobile App,Net Banking,False
ORD111315,2024-08-04,CUST00821,Beauty,Hair Dryer,34.52,2,10,69.04,6.9,62.14,East,Website,Credit Card,False
ORD114255,2024-08-04,CUST00599,Fashion,Backpack,37.8,3,5,113.4,5.67,107.73,North,Website,UPI,False
ORD100166,2024-08-04,CUST01312,Home & Kitchen,Non-stick Pan,24.51,1,0,24.51,0.0,24.51,South,Mobile App,Cash on Delivery,False
ORD103502,2024-08-04,CUST03092,Fashion,Backpack,40.03,3,0,120.09,0.0,120.09,West,Website,Net Banking,False
ORD106330,2024-08-04,CUST03105,Electronics,USB-C Cable,7.82,1,0,7.82,0.0,7.82,Central,Website,Net Banking,False
ORD100130,2024-08-04,CUST01970,Home & Kitchen,Blender,44.68,2,0,89.36,0.0,89.36,West,Website,Cash on Delivery,False
ORD107200,2024-08-04,CUST02322,Beauty,Lipstick,13.35,2,10,26.7,2.67,24.03,Central,Website,UPI,False
ORD103615,2024-08-04,CUST02436,Home & Kitchen,Non-stick Pan,22.97,3,0,68.91,0.0,68.91,North,Mobile App,Net Banking,False
ORD108724,2024-08-05,CUST02542,Sports,Dumbbell Set,44.7,3,5,134.1,6.7,127.4,North,Mobile App,Debit Card,False
ORD110748,2024-08-05,CUST02588,Electronics,Wireless Earbuds,51.1,2,0,102.2,0.0,102.2,West,Mobile App,Credit Card,False
ORD104900,2024-08-05,CUST00479,Fashion,Cotton T-Shirt,13.59,2,0,27.18,0.0,27.18,East,Mobile App,UPI,False
ORD104566,2024-08-05,CUST02228,Electronics,USB-C Cable,8.15,1,0,8.15,0.0,8.15,Central,Mobile App,Debit Card,False
ORD100197,2024-08-05,CUST00931,Electronics,Laptop Stand,30.15,2,0,60.3,0.0,60.3,North,Mobile App,UPI,False
ORD102260,2024-08-05,CUST03469,Sports,Water Bottle,9.78,4,0,39.12,0.0,39.12,East,Website,Debit Card,False
ORD113442,2024-08-05,CUST01627,Electronics,Wireless Earbuds,43.09,3,0,129.27,0.0,129.27,Central,Website,Cash on Delivery,False
ORD108899,2024-08-05,CUST01274,Beauty,Shampoo,10.83,1,0,10.83,0.0,10.83,East,Mobile App,Cash on Delivery,False
ORD113931,2024-08-05,CUST01930,Beauty,Face Moisturizer,19.82,2,20,39.64,7.93,31.71,East,Mobile App,UPI,True
ORD108348,2024-08-05,CUST03103,Electronics,USB-C Cable,8.46,1,0,8.46,0.0,8.46,South,Mobile App,Debit Card,False
ORD106901,2024-08-05,CUST02922,Home & Kitchen,Non-stick Pan,23.56,2,0,47.12,0.0,47.12,East,Website,UPI,False
ORD106858,2024-08-05,CUST02151,Beauty,Lipstick,14.62,2,0,29.24,0.0,29.24,North,Website,Debit Card,False
